"req_id","source_anchor","text_vi","status","priority","scope","category","blocked_by","impacted_packages","notes"
"REQ-S9.3-06","SRC-SPEC§9.3#row-06","Telegram gửi lỗi: retry có backoff, app vẫn giữ báo cáo đầy đủ; chống trùng bằng delivery một hàng cho một cặp report và kênh","XN","P0","MVP","error-handling","B03","PC07","Error code TELEGRAM_SEND_UNCERTAIN và TELEGRAM_PERMANENT_FAILURE; AMD-B03"
"REQ-S9.3-07","SRC-SPEC§9.3#row-07","Máy tắt giữa run: run về queued phần còn lại và tiếp từ checkpoint","XN","P0","MVP","error-handling","B02;B05","PC03","Error code WORKER_LEASE_EXPIRED; phải tăng lease epoch"
"REQ-S9.3-08","SRC-SPEC§9.3#row-08","Hết ổ đĩa: dừng ghi, báo lỗi rõ, không ghi hỏng SQLite; chống trùng bằng transaction","XN","P0","MVP","error-handling","B11","PC03;PC08","Error code STORAGE_WRITE_FAILED; không hứa đã persist lỗi vào chính DB đang không ghi được; kênh health/readiness độc lập DB thuộc hàng này. CR-PC03-01: contracts/ports.yaml trích REQ-S8.4-01 ở health.get_liveness, health.get_readiness và storage.get_health, nhưng ID đó KHÔNG tồn tại — SRC-SPEC không có §8.4 (§8.4 là của SRC-PLAN); PC01 phải trỏ sang REQ-S9.3-08. Scenario SC36"
"REQ-S9.3-09","SRC-SPEC§9.3#row-09","Bấm Save lặp: ghi một lần; chống trùng bằng UNIQUE(owner, work)","XN","P0","MVP","error-handling","B06","PC02;PC07","Target post-only cần khóa tương đương, không dựa vào hai cột nullable"
"REQ-S10.1-01","SRC-SPEC§10.1#row-01","Tác vụ gắn nhãn chủ đề mở chạy trên mọi post hoặc work, số lượng lớn mỗi đợt, dùng model rẻ, đi qua API key hoặc CLI","ĐX","P0","MVP","ai","B13","PC06","Theo REQ-D22 (ĐX) và REQ-D40 (UQ)"
"REQ-S10.1-02","SRC-SPEC§10.1#row-02","Tác vụ embedding nhãn và tag chạy trên mọi nhãn và mọi tag, dùng model local, CHỈ local, không dùng API và không dùng CLI","XN","P0","MVP","ai","","PC04;PC06","Ràng buộc âm cứng; là điều kiện để REQ-AC16 đúng"
"REQ-S10.1-03","SRC-SPEC§10.1#row-03","Tác vụ summary theo D20 chạy trên mọi mục vào báo cáo, số lượng nhỏ, dùng model mạnh, đi qua API key hoặc CLI","XN","P0","MVP","ai","B17","PC06","Mâu thuẫn phạm vi với REQ-P0-06 (cho mọi mục); AMD-B17 chốt theo target được report builder chọn"
"REQ-S10.1-04","SRC-SPEC§10.1#row-04","Tác vụ diễn đạt khối hướng đang nổi chạy một lần mỗi kỳ, dùng model mạnh, đi qua API key hoặc CLI","ĐX","P0","MVP","ai","B14","PC04;PC06","Theo REQ-D53 còn ĐX; luồng zero-API-key phải phủ cả tác vụ này"
"REQ-S10.1-05","SRC-SPEC§10.1","Việc chọn mục và tính hướng đang nổi là truy vấn dữ liệu, không phải việc của AI; AI chỉ diễn đạt lại kết quả đã tính","XN","P0","MVP","ai","B14","PC04;PC06","Ràng buộc âm; oracle là so sánh tập ID chọn được tính bằng truy vấn"
"REQ-S10.2-01","SRC-SPEC§10.2","Giao ước duy nhất của adapter: prompt cộng schema cho ra JSON đúng schema","ĐX","P0","MVP","ai","B13","PC06","Không adapter nào được chỉ cam kết JSON; PC06 phải nêu schema nào và lỗi nào"
"REQ-S10.2-02","SRC-SPEC§10.2#row-01","Xác thực: đường API key giữ key trong secret store của server và worker lấy qua backend; đường CLI/ACP dùng phiên đăng nhập của CLI trên máy cá nhân","ĐX","P0","MVP","security","B13","PC06;PC08","B13 thu hẹp thành cấp credential theo từng task, ngắn hạn"
"REQ-S10.2-03","SRC-SPEC§10.2#row-02","Song song: đường API key cho nhiều job và provider tự khai, đường CLI/ACP chỉ 1 job","ĐX","P0","MVP","ai","","PC06","Concurrency là một trường bắt buộc trong capability matrix"
"REQ-S10.2-04","SRC-SPEC§10.2#row-03","Đầu ra: đường API key trả JSON trực tiếp; đường CLI/ACP bóc JSON khỏi transcript, kiểm schema, sai thì thử lại một lần","ĐX","P0","MVP","ai","B13","PC06","Fixture đối kháng: JSON lồng trong transcript, transcript chứa secret canary"
"REQ-S10.2-05","SRC-SPEC§10.2#row-04","Usage: đường API key có token count thật; đường CLI/ACP cho phép giá trị không rõ","ĐX","P0","MVP","ai","","PC06","Gắn I14: unknown không ghi thành 0"
"REQ-S10.2-06","SRC-SPEC§10.2#row-05","Điều khoản: đường API key theo nhà cung cấp; đường CLI/ACP phải đọc tài liệu chính thức từng nhà trước khi bật","KC","P0","MVP","ai","B13","PC06","Theo REQ-A5; chưa đọc thì adapter đó không được bật"
"REQ-S10.3-01","SRC-SPEC§10.3#row-01","Mỗi summary mang nhãn mức độ đọc: chỉ có post, có abstract, đã đọc toàn văn","ĐX","P0","MVP","ai","","PC06","Theo REQ-D21; là evidence level trong schema kết quả"
"REQ-S10.3-02","SRC-SPEC§10.3#row-02","Tách ba loại phát biểu: tuyên bố của tác giả, nội dung kiểm tra được từ nguồn, suy luận của AI","XN","P0","MVP","ai","B16","PC06","AMD-B16 biến thành ba trường riêng trong analysis-result.schema.json"
"REQ-S10.3-03","SRC-SPEC§10.3#row-03","Tương tác trên X không được dùng làm bằng chứng khoa học","XN","P0","MVP","ai","","PC06","Ràng buộc âm; fixture đối kháng phải có post nhiều lượt thích nhưng nội dung yếu"
"REQ-S10.3-04","SRC-SPEC§10.3#row-04","Nhãn của khối hướng đang nổi là ứng viên để đọc sâu, không phải phát hiện mới","XN","P0","MVP","reporting","B14","PC04;PC06","Theo REQ-D54; thiếu dữ liệu thì insufficient_evidence"
"REQ-S10.3-05","SRC-SPEC§10.3#row-05","Mỗi mục hiện ngày phân tích kèm ngày phát hiện vì bản phân tích phản ánh thời điểm nó được viết","XN","P0","MVP","reporting","B08","PC04;PC07","Cần chuẩn timestamp UTC và timezone hiển thị theo AMD-B08"
"REQ-S10.3-06","SRC-SPEC§10.3#row-06","Nguồn chưa peer review phải có nhãn tương ứng","XN","P0","MVP","ai","","PC06","Preprint arXiv là trường hợp mặc định"
"REQ-S10.4-01","SRC-SPEC§10.4#row-01","Không có hạn mức AI vô hạn; số lần gọi tỉ lệ với số bài khi gắn nhãn và số mục khi summary","XN","P0","MVP","ai","","PC06","Ràng buộc chi phí, ảnh hưởng giới hạn đợt REQ-OQ05"
"REQ-S10.4-02","SRC-SPEC§10.4#row-02","D25 là cơ chế kiểm soát chi phí chính: một work chỉ tốn AI một lần trong toàn bộ đời sống của nó","XN","P0","MVP","ai","B07","PC06","AMD-B07 làm rõ: một lần cho mỗi analysis key và generation; reanalysis là chi phí mới có chủ đích"
"REQ-S10.4-03","SRC-SPEC§10.4#row-03","Settings có giới hạn số mục tối đa mỗi đợt; vượt thì mục còn lại chờ đợt sau chứ không bị bỏ","XN","P0","MVP","reporting","B04;B17","PC03;PC04","Pending ledger độc lập con trỏ kỳ theo AMD-B04; số cụ thể là REQ-OQ05"
"REQ-S11.1-01","SRC-SPEC§11.1","App ra Internet nên một người dùng không đồng nghĩa không cần bảo vệ: một tài khoản đăng nhập duy nhất, không có trang signup, không có quên mật khẩu tự động","XN","P0","MVP","security","","PC08","Theo REQ-D05; PC08 chốt session expiry, revocation và CSRF nếu dùng cookie"
"REQ-S11.2-01","SRC-SPEC§11.2#row-01","API key AI lưu ở secret store phía server; không bao giờ ở frontend, log hay tin nhắn Telegram","XN","P0","MVP","security","B13","PC08","Gắn I11; negative case frontend đọc secret"
"REQ-S11.2-02","SRC-SPEC§11.2#row-02","Token collector sang backend lưu ở file cấu hình trên máy cá nhân với quyền hạn chế; không bao giờ trong repo","XN","P0","MVP","security","","PC08","Scope và rotation do PC08 chốt"
"REQ-S11.2-03","SRC-SPEC§11.2#row-03","Phiên X giữ trong profile Chrome riêng trên máy cá nhân; không bao giờ đồng bộ lên server","XN","P0","MVP","security","B12","PC05;PC08","Kéo theo: profile Chrome tách khỏi backup của server"
"REQ-S11.2-04","SRC-SPEC§11.2#row-04","Mã liên kết Telegram có hạn dùng và dùng một lần; không bao giờ tái sử dụng","XN","P0","MVP","telegram","B09","PC07;PC08","Fixture: mã hết hạn, mã dùng hai lần"
"REQ-S11.2-05","SRC-SPEC§11.2","Log phải che secrets trước khi ghi","XN","P0","MVP","security","","PC08","Trường redaction là bắt buộc trong mẫu hợp đồng"
"REQ-S11.2-06","SRC-SPEC§11.2","Cổng debug của Chrome chỉ bind loopback, không bao giờ mở ra LAN hay reverse proxy","XN","P0","MVP","security","","PC05;PC08","Negative case: cố mở cổng debug ra ngoài"
"REQ-S11.3-01","SRC-SPEC§11.3#row-01","App sinh mã một lần có hạn, người dùng gửi mã cho bot và bot lưu chat ID đó là chủ","XN","P0","MVP","telegram","B09","PC07","Theo REQ-D35"
"REQ-S11.3-02","SRC-SPEC§11.3#row-02","Tin từ chat ID chưa liên kết bị bỏ im lặng, không trả lời gì, vì trả lời không có quyền là tự xác nhận bot tồn tại","XN","P0","MVP","telegram","B09","PC07;PC08","AMD-B09 thêm ngoại lệ hẹp cho thông điệp đúng định dạng mã liên kết"
"REQ-S11.3-03","SRC-SPEC§11.3#row-03","Biết chat ID không phải là quyền; chỉ chat ID đã liên kết mới ra được 3 lệnh của D36","XN","P0","MVP","telegram","B10","PC07;PC08","Con số 3 lệnh là ràng buộc cứng, mâu thuẫn với lệnh hủy liên kết của REQ-D37"
"REQ-S11.3-04","SRC-SPEC§11.3#row-04","Liên kết mới vô hiệu hóa liên kết cũ; có lệnh hủy liên kết","ĐX","P0","MVP","telegram","B10","PC07","PROVISIONAL: hủy liên kết là hành động trong app để giữ đúng 3 lệnh Telegram; cần Owner chốt"
"REQ-S11.3-05","SRC-SPEC§11.3#row-05","Không có lệnh nào sửa tag hoặc cấu hình qua chat","XN","P0","MVP","telegram","","PC07","Theo REQ-OOS-05"
"REQ-S11.4-01","SRC-SPEC§11.4","Nội dung X và paper là dữ liệu, không phải lệnh","XN","P0","MVP","security","B13","PC06;PC08","Gắn I11; oracle là REQ-AC17"
"REQ-S11.4-02","SRC-SPEC§11.4#row-01","Không thực thi chỉ dẫn nhúng trong post, abstract hay toàn văn","XN","P0","MVP","security","B13","PC06;PC08","Fixture đối kháng bắt buộc"
"REQ-S11.4-03","SRC-SPEC§11.4#row-02","Nội dung ngoài không được sửa system prompt, gọi tool, đọc secrets hay điều khiển việc gửi Telegram","XN","P0","MVP","security","B13","PC06;PC08","Kéo theo yêu cầu khóa tool của adapter CLI/ACP"
"REQ-S11.4-04","SRC-SPEC§11.4#row-03","Nội dung ngoài đi vào prompt như dữ liệu có ranh giới rõ và đầu ra bị ràng buộc bằng schema","XN","P0","MVP","security","B13","PC06","Schema-valid attack vẫn phải bị chặn bằng kiểm tra citation"
"REQ-S13-01","SRC-SPEC§13#row-01","M0 thử nghiệm khả thi: chỉ collector với Chrome profile riêng, đăng nhập X, chạy 5-10 đợt, ghi số bài lấy được và số lần bị đòi xác minh, ghi ra file, chưa có DB và chưa có AI; không coi collector là đã hoạt động trước khi có kết quả thật","XN","P0","MVP","milestone","B12;B05","PC05;PC09","Vế cấm ở cuối là ràng buộc cứng; kiểm chứng REQ-A1; cổng SP1"
"REQ-S13-02","SRC-SPEC§13#row-02","M1 kho dữ liệu: SQLite cộng schema mục 7, backend API nhận dữ liệu từ collector, dedup theo post ID và DOI","UQ","P0","MVP","milestone","B06","PC02","Thứ tự mốc là quyết định được ủy quyền"
"REQ-S13-03","SRC-SPEC§13#row-03","M2 paper connector: arXiv và OpenAlex từ server, gộp work theo ID","UQ","P0","MVP","milestone","B06;B15","PC02;PC05",""
"REQ-S13-04","SRC-SPEC§13#row-04","M3 nhãn cộng embedding: gắn nhãn mở qua adapter, embedding local, khớp tag, màn hình Topics hiện nhãn đang khớp","UQ","P0","MVP","milestone","","PC04;PC06","Kiểm chứng REQ-A2 và REQ-A3 bằng dữ liệu thật từ M0 tới M2"
"REQ-S13-05","SRC-SPEC§13#row-05","M4 summary cộng báo cáo: summary theo D20, kỳ nối liền, các màn hình Reports, Report detail và Work detail","UQ","P0","MVP","milestone","B01;B17","PC04;PC06;PC07",""
"REQ-S13-06","SRC-SPEC§13#row-06","M5 hướng đang nổi: mật độ vector và khối đầu báo cáo","UQ","P0","MVP","milestone","B14","PC04","Kiểm chứng REQ-A4; cần vài kỳ dữ liệu mới đánh giá được"
"REQ-S13-07","SRC-SPEC§13#row-07","M6 Telegram: liên kết mã một lần, digest, 3 lệnh, Save hai chiều","UQ","P0","MVP","milestone","B03;B09;B10","PC07",""
"REQ-S13-08","SRC-SPEC§13#row-08","M7 lịch cộng chạy bù: queue, trigger_type, gộp đợt quá hạn, trạng thái collector online hoặc offline","UQ","P0","MVP","milestone","B02;B08","PC03",""
"REQ-S13-09","SRC-SPEC§13#row-09","M8 đóng gói: Docker cho server, script cài collector và worker trên máy cá nhân, backup","UQ","P0","MVP","milestone","B11","PC08",""
"REQ-S13.2-01","SRC-SPEC§13.2#row-01","Đọc tài liệu chính thức của arXiv và OpenAlex về nhịp gọi và yêu cầu định danh","KC","P0","MVP","collection","","PC05","Theo REQ-A6 và REQ-D34; không được đoán rate limit"
"REQ-S13.2-02","SRC-SPEC§13.2#row-02","Đọc điều khoản của từng nhà AI trước khi bật đường CLI/ACP cho nhà đó","KC","P0","MVP","ai","B13","PC06","Theo REQ-A5; chưa đọc thì adapter đó ở trạng thái disabled"
"REQ-S13.2-03","SRC-SPEC§13.2#row-03","Không giả định các provider tương thích cùng một giao thức","XN","P0","MVP","ai","B13","PC06","Capability matrix theo từng provider và version"
"REQ-S13.2-04","SRC-SPEC§13.2#row-04","Không thêm bất kỳ cơ chế nào để né CAPTCHA hoặc che giấu danh tính; bị chặn thì dừng và báo","XN","P0","MVP","security","","PC05;PC08","Theo REQ-OOS-02; ràng buộc âm cứng"
